alert_id,alert_no,station,sensor,sensor_type,alert_type,fault_type,lsl,alert_value,hsl,start_time,end_time,duration,status,timelapse,date,remarks,acknowledge
1344,A_op_20_motor temperature_2023-01-18 14:14:20.729,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:20.729, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1345,A_op_20_motor temperature_2023-01-18 14:14:20.729,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:20.729, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1346,A_op_20_motor temperature_2023-01-18 14:14:23.725,op_20,motor temperature,servo motors,High limit,Ten Minute,10,70,20,2023-01-18 14:14:23.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1347,A_op_20_motor temperature_2023-01-18 14:14:23.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:23.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1348,A_op_20_motor temperature_2023-01-18 14:14:23.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:23.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1350,A_op_20_motor temperature_2023-01-18 14:14:23.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:23.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1351,A_op_20_motor temperature_2023-01-18 14:14:23.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:23.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1352,A_op_20_motor temperature_2023-01-18 14:14:23.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:23.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1353,A_op_20_motor temperature_2023-01-18 14:14:26.723,op_20,motor temperature,servo motors,High limit,Ten Minute,10,92,20,2023-01-18 14:14:26.723, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1354,A_op_20_motor temperature_2023-01-18 14:14:26.724,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:26.724, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1355,A_op_20_motor temperature_2023-01-18 14:14:26.724,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:26.724, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1357,A_op_20_motor temperature_2023-01-18 14:14:26.724,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:26.724, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1358,A_op_20_motor temperature_2023-01-18 14:14:26.724,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:26.724, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1359,A_op_20_motor temperature_2023-01-18 14:14:26.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:26.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1361,A_op_20_motor temperature_2023-01-18 14:14:29.727,op_20,motor temperature,servo motors,High limit,Ten Minute,10,76,20,2023-01-18 14:14:29.727, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1362,A_op_20_motor temperature_2023-01-18 14:14:29.727,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:29.727, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1363,A_op_20_motor temperature_2023-01-18 14:14:29.727,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:29.727, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1364,A_op_20_motor temperature_2023-01-18 14:14:29.728,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:29.728, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1365,A_op_20_motor temperature_2023-01-18 14:14:29.728,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:29.728, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1366,A_op_20_motor temperature_2023-01-18 14:14:29.728,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:29.728, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1368,A_op_20_motor temperature_2023-01-18 14:14:32.725,op_20,motor temperature,servo motors,High limit,Ten Minute,10,60,20,2023-01-18 14:14:32.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1369,A_op_20_motor temperature_2023-01-18 14:14:32.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:32.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1370,A_op_20_motor temperature_2023-01-18 14:14:32.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:32.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1372,A_op_20_motor temperature_2023-01-18 14:14:32.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:32.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1373,A_op_20_motor temperature_2023-01-18 14:14:32.725,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:32.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1374,A_op_20_motor temperature_2023-01-18 14:14:32.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:32.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1376,A_op_20_motor temperature_2023-01-18 14:14:35.725,op_20,motor temperature,servo motors,High limit,Ten Minute,10,68,20,2023-01-18 14:14:35.725, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1377,A_op_20_motor temperature_2023-01-18 14:14:35.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:35.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1378,A_op_20_motor temperature_2023-01-18 14:14:35.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:35.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1380,A_op_20_motor temperature_2023-01-18 14:14:35.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:35.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1381,A_op_20_motor temperature_2023-01-18 14:14:35.726,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:35.726, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1382,A_op_20_motor temperature_2023-01-18 14:14:35.727,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:35.727, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1384,A_op_20_motor temperature_2023-01-18 14:14:38.730,op_20,motor temperature,servo motors,High limit,Ten Minute,10,66,20,2023-01-18 14:14:38.730, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1385,A_op_20_motor temperature_2023-01-18 14:14:38.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:38.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1386,A_op_20_motor temperature_2023-01-18 14:14:38.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:38.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1388,A_op_20_motor temperature_2023-01-18 14:14:38.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:38.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1389,A_op_20_motor temperature_2023-01-18 14:14:38.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:38.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1390,A_op_20_motor temperature_2023-01-18 14:14:38.732,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:38.732, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1391,A_op_20_motor temperature_2023-01-18 14:14:41.730,op_20,motor temperature,servo motors,High limit,Ten Minute,10,36,20,2023-01-18 14:14:41.730, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1392,A_op_20_motor temperature_2023-01-18 14:14:41.730,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:41.730, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1393,A_op_20_motor temperature_2023-01-18 14:14:41.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:41.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1395,A_op_20_motor temperature_2023-01-18 14:14:41.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:41.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1396,A_op_20_motor temperature_2023-01-18 14:14:41.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:41.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1397,A_op_20_motor temperature_2023-01-18 14:14:41.731,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:41.731, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1398,A_op_20_motor temperature_2023-01-18 14:14:44.738,op_20,motor temperature,servo motors,High limit,Ten Minute,10,65,20,2023-01-18 14:14:44.738, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1399,A_op_20_motor temperature_2023-01-18 14:14:44.739,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:44.739, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1400,A_op_20_motor temperature_2023-01-18 14:14:44.739,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:44.739, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1402,A_op_20_motor temperature_2023-01-18 14:14:44.739,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:44.739, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1403,A_op_20_motor temperature_2023-01-18 14:14:44.739,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:44.739, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1404,A_op_20_motor temperature_2023-01-18 14:14:44.740,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:44.740, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1405,A_op_20_motor temperature_2023-01-18 14:14:47.752,op_20,motor temperature,servo motors,High limit,Ten Minute,10,60,20,2023-01-18 14:14:47.752, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1406,A_op_20_motor temperature_2023-01-18 14:14:47.752,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:47.752, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1407,A_op_20_motor temperature_2023-01-18 14:14:47.752,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:47.752, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1409,A_op_20_motor temperature_2023-01-18 14:14:47.752,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:47.752, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1410,A_op_20_motor temperature_2023-01-18 14:14:47.753,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:47.753, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1411,A_op_20_motor temperature_2023-01-18 14:14:47.753,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:47.753, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1412,A_op_20_motor temperature_2023-01-18 14:14:50.767,op_20,motor temperature,servo motors,High limit,Ten Minute,10,27,20,2023-01-18 14:14:50.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1413,A_op_20_motor temperature_2023-01-18 14:14:50.767,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:50.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1414,A_op_20_motor temperature_2023-01-18 14:14:50.767,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:50.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1416,A_op_20_motor temperature_2023-01-18 14:14:50.767,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:50.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1417,A_op_20_motor temperature_2023-01-18 14:14:50.768,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:50.768, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1418,A_op_20_motor temperature_2023-01-18 14:14:50.768,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:50.768, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1419,A_op_20_motor temperature_2023-01-18 14:14:53.766,op_20,motor temperature,servo motors,High limit,Ten Minute,10,43,20,2023-01-18 14:14:53.766, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1420,A_op_20_motor temperature_2023-01-18 14:14:53.766,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:53.766, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1421,A_op_20_motor temperature_2023-01-18 14:14:53.766,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:53.766, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1423,A_op_20_motor temperature_2023-01-18 14:14:53.766,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:53.766, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1424,A_op_20_motor temperature_2023-01-18 14:14:53.767,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:53.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1425,A_op_20_motor temperature_2023-01-18 14:14:53.767,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:53.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1427,A_op_20_motor temperature_2023-01-18 14:14:56.767,op_20,motor temperature,servo motors,High limit,Ten Minute,10,98,20,2023-01-18 14:14:56.767, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1428,A_op_20_motor temperature_2023-01-18 14:14:56.768,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:56.768, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1429,A_op_20_motor temperature_2023-01-18 14:14:56.768,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:56.768, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1430,A_op_20_motor temperature_2023-01-18 14:14:56.768,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:56.768, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1431,A_op_20_motor temperature_2023-01-18 14:14:56.768,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:56.768, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1432,A_op_20_motor temperature_2023-01-18 14:14:56.769,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:56.769, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1433,A_op_20_motor temperature_2023-01-18 14:14:59.781,op_20,motor temperature,servo motors,High limit,Ten Minute,10,64,20,2023-01-18 14:14:59.781, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1434,A_op_20_motor temperature_2023-01-18 14:14:59.782,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:59.782, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1435,A_op_20_motor temperature_2023-01-18 14:14:59.782,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:59.782, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1437,A_op_20_motor temperature_2023-01-18 14:14:59.782,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:59.782, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1438,A_op_20_motor temperature_2023-01-18 14:14:59.783,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:59.783, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1439,A_op_20_motor temperature_2023-01-18 14:14:59.783,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:59.783, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1440,A_op_20_motor temperature_2023-01-18 14:15:02.784,op_20,motor temperature,servo motors,High limit,Ten Minute,10,37,20,2023-01-18 14:15:02.784, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1441,A_op_20_motor temperature_2023-01-18 14:15:02.784,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:02.784, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1442,A_op_20_motor temperature_2023-01-18 14:15:02.785,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:02.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1444,A_op_20_motor temperature_2023-01-18 14:15:02.785,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:02.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1445,A_op_20_motor temperature_2023-01-18 14:15:02.785,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:02.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1446,A_op_20_motor temperature_2023-01-18 14:15:02.785,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:02.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1447,A_op_20_motor temperature_2023-01-18 14:15:05.785,op_20,motor temperature,servo motors,High limit,Ten Minute,10,67,20,2023-01-18 14:15:05.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1448,A_op_20_motor temperature_2023-01-18 14:15:05.785,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:05.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1449,A_op_20_motor temperature_2023-01-18 14:15:05.785,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:05.785, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1450,A_op_20_motor temperature_2023-01-18 14:15:05.786,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:05.786, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1451,A_op_20_motor temperature_2023-01-18 14:15:05.786,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:05.786, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1452,A_op_20_motor temperature_2023-01-18 14:15:05.786,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:05.786, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1453,A_op_20_motor temperature_2023-01-18 14:15:08.798,op_20,motor temperature,servo motors,High limit,Ten Minute,10,38,20,2023-01-18 14:15:08.798, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1454,A_op_20_motor temperature_2023-01-18 14:15:08.798,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:08.798, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1455,A_op_20_motor temperature_2023-01-18 14:15:08.798,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:08.798, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1457,A_op_20_motor temperature_2023-01-18 14:15:08.798,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:08.798, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1458,A_op_20_motor temperature_2023-01-18 14:15:08.799,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:08.799, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1459,A_op_20_motor temperature_2023-01-18 14:15:08.799,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:08.799, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1460,A_op_20_motor temperature_2023-01-18 14:15:11.809,op_20,motor temperature,servo motors,High limit,Ten Minute,10,52,20,2023-01-18 14:15:11.809, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1461,A_op_20_motor temperature_2023-01-18 14:15:11.810,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:11.810, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1462,A_op_20_motor temperature_2023-01-18 14:15:11.810,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:11.810, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1463,A_op_20_motor temperature_2023-01-18 14:15:11.810,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:11.810, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1464,A_op_20_motor temperature_2023-01-18 14:15:11.810,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:11.810, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1465,A_op_20_motor temperature_2023-01-18 14:15:11.810,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:11.810, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1466,A_op_20_motor temperature_2023-01-18 14:15:14.821,op_20,motor temperature,servo motors,High limit,Ten Minute,10,72,20,2023-01-18 14:15:14.821, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1467,A_op_20_motor temperature_2023-01-18 14:15:14.821,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:14.821, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1468,A_op_20_motor temperature_2023-01-18 14:15:14.822,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:14.822, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1470,A_op_20_motor temperature_2023-01-18 14:15:14.822,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:14.822, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1471,A_op_20_motor temperature_2023-01-18 14:15:14.822,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:15:14.822, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
